,id,prices,market_caps,total_volumes
48,quant-network,"[1620777600000, 44.08080033487553]","[1620777600000, 563685510.7178752]","[1620777600000, 6869771.057306044]"
49,quant-network,"[1620864000000, 40.76245700923936]","[1620864000000, 548783074.3142861]","[1620864000000, 8614105.974204091]"
50,quant-network,"[1620950400000, 56.095845850119964]","[1620950400000, 719708835.4888202]","[1620950400000, 26791914.306953866]"
51,quant-network,"[1621036800000, 56.19712620577572]","[1621036800000, 726610970.0850859]","[1621036800000, 12987519.140219586]"
52,quant-network,"[1621123200000, 50.45422287852188]","[1621123200000, 653488451.7859262]","[1621123200000, 6578837.397661702]"
53,quant-network,"[1621209600000, 49.366840503675895]","[1621209600000, 642893822.1404761]","[1621209600000, 8230802.186591456]"
54,quant-network,"[1621296000000, 49.40144081825095]","[1621296000000, 635844942.761921]","[1621296000000, 10561246.626673216]"
55,quant-network,"[1621382400000, 57.07221786788939]","[1621382400000, 727885955.1174375]","[1621382400000, 10997118.531631188]"
56,quant-network,"[1621468800000, 47.12643155992714]","[1621468800000, 621261479.7866423]","[1621468800000, 19434051.31484631]"
57,quant-network,"[1621555200000, 52.49022200903299]","[1621555200000, 677521773.2504667]","[1621555200000, 12206171.0306639]"
58,quant-network,"[1621641600000, 45.0877848969747]","[1621641600000, 581430162.8822527]","[1621641600000, 9898356.616825948]"
59,quant-network,"[1621728000000, 40.47136200862495]","[1621728000000, 521907078.44259787]","[1621728000000, 5304077.475111279]"
60,quant-network,"[1621814400000, 32.04341116969824]","[1621814400000, 410623196.90956485]","[1621814400000, 9846530.085363002]"
61,quant-network,"[1621900800000, 41.222942433482864]","[1621900800000, 533206135.72424865]","[1621900800000, 5923992.869106886]"
62,quant-network,"[1621987200000, 43.82733665275412]","[1621987200000, 563548455.9728451]","[1621987200000, 7567424.348214384]"
63,quant-network,"[1622073600000, 46.92123479130007]","[1622073600000, 589294972.9249897]","[1622073600000, 6836671.538259914]"
64,quant-network,"[1622160000000, 46.4876570225331]","[1622160000000, 598307290.5462044]","[1622160000000, 7868137.948134405]"
65,quant-network,"[1622246400000, 41.47651936692216]","[1622246400000, 532572319.0784523]","[1622246400000, 8525643.209018474]"
66,quant-network,"[1622332800000, 38.93466196709723]","[1622332800000, 501954593.59095204]","[1622332800000, 7406398.33344536]"
67,quant-network,"[1622419200000, 40.531898270545284]","[1622419200000, 512300576.7694307]","[1622419200000, 6137302.264553516]"
68,quant-network,"[1622505600000, 43.88318025329894]","[1622505600000, 564043278.0854613]","[1622505600000, 10903150.469760247]"
69,quant-network,"[1622592000000, 44.69472929221352]","[1622592000000, 574993954.1051531]","[1622592000000, 6965002.873300275]"
70,quant-network,"[1622678400000, 46.59717439206326]","[1622678400000, 598323234.6221279]","[1622678400000, 6133651.826355843]"
71,quant-network,"[1622764800000, 48.78830084768198]","[1622764800000, 627647190.7729926]","[1622764800000, 6504841.001373184]"
72,quant-network,"[1622851200000, 44.91344523376199]","[1622851200000, 576780056.6287311]","[1622851200000, 5831414.135553691]"
73,quant-network,"[1622937600000, 43.23232817990542]","[1622937600000, 553793848.5578882]","[1622937600000, 4960794.877947307]"
74,quant-network,"[1623024000000, 44.348392145078044]","[1623024000000, 568600596.2180111]","[1623024000000, 4236657.684954087]"
75,quant-network,"[1623110400000, 42.64799010119228]","[1623110400000, 552748788.2701344]","[1623110400000, 5643107.099911565]"
76,quant-network,"[1623196800000, 41.43867247912869]","[1623196800000, 538260499.5593919]","[1623196800000, 7622966.335652524]"
77,quant-network,"[1623283200000, 44.53927750883202]","[1623283200000, 572360302.9944316]","[1623283200000, 6306932.507596868]"
78,quant-network,"[1623369600000, 47.51597452585357]","[1623369600000, 612412764.9090157]","[1623369600000, 6779123.325634263]"
79,quant-network,"[1623456000000, 50.74625595804838]","[1623456000000, 659726989.2952448]","[1623456000000, 13551403.539437953]"
80,quant-network,"[1623542400000, 52.093281661030844]","[1623542400000, 671460403.7213899]","[1623542400000, 8915283.504840357]"
81,quant-network,"[1623628800000, 57.216208976366964]","[1623628800000, 748664228.9957498]","[1623628800000, 6559101.77431328]"
82,quant-network,"[1623715200000, 60.91530390084595]","[1623715200000, 781251790.9086363]","[1623715200000, 12526716.943604173]"
83,quant-network,"[1623801600000, 62.88591932217154]","[1623801600000, 808953975.209403]","[1623801600000, 11596690.27515965]"
84,quant-network,"[1623888000000, 72.87379783901281]","[1623888000000, 933651625.5929385]","[1623888000000, 22316980.727749765]"
85,quant-network,"[1623974400000, 73.59934796245948]","[1623974400000, 942356017.0496389]","[1623974400000, 18475374.262997504]"
86,quant-network,"[1624060800000, 69.41111546437108]","[1624060800000, 893918805.977079]","[1624060800000, 16789783.98081515]"
87,quant-network,"[1624147200000, 72.76032281503652]","[1624147200000, 936182083.1570262]","[1624147200000, 10155557.813945225]"
88,quant-network,"[1624233600000, 73.4276522979182]","[1624233600000, 952093441.037985]","[1624233600000, 32254903.141630586]"
89,quant-network,"[1624320000000, 57.879777282333855]","[1624320000000, 749286199.4441607]","[1624320000000, 14369926.292627338]"
90,quant-network,"[1624406400000, 59.541903307087026]","[1624406400000, 761745414.3851911]","[1624406400000, 22328096.336743742]"
91,quant-network,"[1624492800000, 75.13095407169823]","[1624492800000, 942388818.564513]","[1624492800000, 21402404.875025462]"
92,quant-network,"[1624579200000, 76.98736449794363]","[1624579200000, 990691156.0975196]","[1624579200000, 24011054.188140992]"
0,safemoon,"[1616630400000, 2.948450391991366e-07]","[1616630400000, 0.0]","[1616630400000, 11875611.35345757]"
1,safemoon,"[1616716800000, 3.7801401941053845e-07]","[1616716800000, 0.0]","[1616716800000, 7622287.369268983]"
2,safemoon,"[1616803200000, 3.90884847085873e-07]","[1616803200000, 0.0]","[1616803200000, 5663482.758441205]"
3,safemoon,"[1616889600000, 3.926186219545039e-07]","[1616889600000, 0.0]","[1616889600000, 5308943.388255636]"
4,safemoon,"[1616976000000, 3.616719066197306e-07]","[1616976000000, 0.0]","[1616976000000, 4336423.355004362]"
5,safemoon,"[1617062400000, 2.4677119805450444e-07]","[1617062400000, 0.0]","[1617062400000, 3454674.096620659]"
6,safemoon,"[1617148800000, 3.582799190856083e-07]","[1617148800000, 0.0]","[1617148800000, 5304526.254537953]"
7,safemoon,"[1617235200000, 2.981829591083139e-07]","[1617235200000, 0.0]","[1617235200000, 3014350.076858176]"
8,safemoon,"[1617321600000, 3.784057162449586e-07]","[1617321600000, 0.0]","[1617321600000, 3838477.729656316]"
9,safemoon,"[1617408000000, 6.502204819818596e-07]","[1617408000000, 0.0]","[1617408000000, 20408147.12515843]"
10,safemoon,"[1617494400000, 1.540860767803508e-06]","[1617494400000, 0.0]","[1617494400000, 59285497.25175493]"
11,safemoon,"[1617580800000, 1.2817769798999043e-06]","[1617580800000, 0.0]","[1617580800000, 48503475.981299914]"
12,safemoon,"[1617667200000, 1.0032935070894971e-06]","[1617667200000, 0.0]","[1617667200000, 23085146.36711596]"
13,safemoon,"[1617753600000, 1.017221267903186e-06]","[1617753600000, 0.0]","[1617753600000, 14077710.656949313]"
14,safemoon,"[1617840000000, 8.43150731392669e-07]","[1617840000000, 0.0]","[1617840000000, 30981137.43115225]"
15,safemoon,"[1617926400000, 8.738347053823084e-07]","[1617926400000, 0.0]","[1617926400000, 12799236.602286382]"
16,safemoon,"[1618012800000, 7.426080325375303e-07]","[1618012800000, 0.0]","[1618012800000, 9981187.557400538]"
17,safemoon,"[1618099200000, 6.427858583664498e-07]","[1618099200000, 0.0]","[1618099200000, 13120928.481584052]"
18,safemoon,"[1618185600000, 8.247251102468133e-07]","[1618185600000, 0.0]","[1618185600000, 14960092.177029232]"
19,safemoon,"[1618272000000, 7.244146104483079e-07]","[1618272000000, 0.0]","[1618272000000, 16351846.657288158]"
20,safemoon,"[1618358400000, 6.752477262294494e-07]","[1618358400000, 0.0]","[1618358400000, 6011666.688214034]"
21,safemoon,"[1618444800000, 6.855674143112377e-07]","[1618444800000, 0.0]","[1618444800000, 9753381.02491883]"
22,safemoon,"[1618531200000, 8.743165678931091e-07]","[1618531200000, 0.0]","[1618531200000, 14660634.696041934]"
23,safemoon,"[1618617600000, 1.2171849864554343e-06]","[1618617600000, 0.0]","[1618617600000, 36034010.68699957]"
24,safemoon,"[1618704000000, 1.9419235373583785e-06]","[1618704000000, 0.0]","[1618704000000, 102360010.62454703]"
25,safemoon,"[1618790400000, 2.533623504592805e-06]","[1618790400000, 0.0]","[1618790400000, 137200934.03740168]"
26,safemoon,"[1618876800000, 5.73465193460585e-06]","[1618876800000, 0.0]","[1618876800000, 411047365.1683369]"
27,safemoon,"[1618963200000, 7.075838279822005e-06]","[1618963200000, 0.0]","[1618963200000, 493028162.75797296]"
28,safemoon,"[1619049600000, 5.766446890992435e-06]","[1619049600000, 0.0]","[1619049600000, 76220202.36977437]"
29,safemoon,"[1619136000000, 3.542510673708302e-06]","[1619136000000, 0.0]","[1619136000000, 162350207.70364392]"
30,safemoon,"[1619222400000, 6.08928944754937e-06]","[1619222400000, 0.0]","[1619222400000, 139233418.5369627]"
31,safemoon,"[1619308800000, 6.129482821646571e-06]","[1619308800000, 0.0]","[1619308800000, 102977633.8412624]"
32,safemoon,"[1619395200000, 5.766159550713819e-06]","[1619395200000, 0.0]","[1619395200000, 90820201.0384029]"
33,safemoon,"[1619481600000, 5.128154891009634e-06]","[1619481600000, 0.0]","[1619481600000, 54835635.77471747]"
34,safemoon,"[1619568000000, 4.729261368348194e-06]","[1619568000000, 0.0]","[1619568000000, 74819347.317391]"
35,safemoon,"[1619654400000, 4.922995017262541e-06]","[1619654400000, 0.0]","[1619654400000, 44904253.91716615]"
36,safemoon,"[1619740800000, 4.997425913280262e-06]","[1619740800000, 0.0]","[1619740800000, 46699369.14966017]"
37,safemoon,"[1619827200000, 5.159543684087395e-06]","[1619827200000, 0.0]","[1619827200000, 44972871.737771764]"
38,safemoon,"[1619913600000, 3.2833691850935015e-06]","[1619913600000, 0.0]","[1619913600000, 73734510.82027754]"
39,safemoon,"[1620000000000, 3.889981365919343e-06]","[1620000000000, 0.0]","[1620000000000, 68144978.8476537]"
40,safemoon,"[1620086400000, 4.344529272138479e-06]","[1620086400000, 0.0]","[1620086400000, 47382174.18351417]"
41,safemoon,"[1620172800000, 4.055809844750214e-06]","[1620172800000, 0.0]","[1620172800000, 35195748.38956259]"
42,safemoon,"[1620259200000, 4.686145350523895e-06]","[1620259200000, 0.0]","[1620259200000, 51127276.17657958]"
43,safemoon,"[1620345600000, 7.551671284205627e-06]","[1620345600000, 0.0]","[1620345600000, 174885692.614369]"
44,safemoon,"[1620432000000, 8.177863098032589e-06]","[1620432000000, 0.0]","[1620432000000, 178021765.31060037]"
45,safemoon,"[1620518400000, 8.843443373723618e-06]","[1620518400000, 0.0]","[1620518400000, 152744443.83469692]"
46,safemoon,"[1620604800000, 7.899694181255093e-06]","[1620604800000, 0.0]","[1620604800000, 123079293.34831993]"
47,safemoon,"[1620691200000, 9.279721336223666e-06]","[1620691200000, 5161272337.370698]","[1620691200000, 210771986.5336139]"
48,safemoon,"[1620777600000, 1.0671499790272868e-05]","[1620777600000, 6264277475.963165]","[1620777600000, 197543285.33790496]"
49,safemoon,"[1620864000000, 8.82347536855052e-06]","[1620864000000, 5268124898.220622]","[1620864000000, 113329664.13276471]"
50,safemoon,"[1620950400000, 8.659994401556511e-06]","[1620950400000, 5041931295.207983]","[1620950400000, 184988403.81949574]"
51,safemoon,"[1621036800000, 9.173935959002932e-06]","[1621036800000, 5368749254.483129]","[1621036800000, 67787194.46755809]"
52,safemoon,"[1621123200000, 9.051966927075275e-06]","[1621123200000, 4573185582.160387]","[1621123200000, 81871425.22022298]"
53,safemoon,"[1621209600000, 7.987762211655594e-06]","[1621209600000, 4614816753.130254]","[1621209600000, 62556969.184240304]"
54,safemoon,"[1621296000000, 7.5443248674295385e-06]","[1621296000000, 4415118276.597577]","[1621296000000, 66700893.686062515]"
55,safemoon,"[1621382400000, 8.469741704860183e-06]","[1621382400000, 4928442476.517969]","[1621382400000, 30685370.091227565]"
56,safemoon,"[1621468800000, 4.9145998040010944e-06]","[1621468800000, 2924349032.272121]","[1621468800000, 89849989.9907058]"
57,safemoon,"[1621555200000, 5.993745680284139e-06]","[1621555200000, 3510508366.1454353]","[1621555200000, 56523302.37781636]"
58,safemoon,"[1621641600000, 4.918458287978109e-06]","[1621641600000, 2823840563.5108747]","[1621641600000, 59323130.58124547]"
59,safemoon,"[1621728000000, 4.725849578114246e-06]","[1621728000000, 2763796610.71453]","[1621728000000, 31235109.682550352]"
60,safemoon,"[1621814400000, 3.4625197750655194e-06]","[1621814400000, 2129805906.7357812]","[1621814400000, 58528752.026207894]"
61,safemoon,"[1621900800000, 4.67554358951398e-06]","[1621900800000, 2734975002.743333]","[1621900800000, 45337011.88258416]"
62,safemoon,"[1621987200000, 4.599524550933799e-06]","[1621987200000, 2680261545.908828]","[1621987200000, 34843081.88986968]"
63,safemoon,"[1622073600000, 5.172512354881015e-06]","[1622073600000, 3015434312.36364]","[1622073600000, 37867403.624880284]"
64,safemoon,"[1622160000000, 4.757391328195188e-06]","[1622160000000, 2773320968.962472]","[1622160000000, 24082974.207257442]"
65,safemoon,"[1622246400000, 4.18883854647721e-06]","[1622246400000, 2441534064.8020234]","[1622246400000, 31266514.551201172]"
66,safemoon,"[1622332800000, 3.988122819022292e-06]","[1622332800000, 2319436908.0350714]","[1622332800000, 18467547.597967498]"
67,safemoon,"[1622419200000, 4.0775227272699785e-06]","[1622419200000, 2376551521.4950004]","[1622419200000, 17286080.03800576]"
68,safemoon,"[1622505600000, 4.166718951271046e-06]","[1622505600000, 2430617447.841353]","[1622505600000, 18807073.0926925]"
69,safemoon,"[1622592000000, 4.0588952940195574e-06]","[1622592000000, 2324592481.940334]","[1622592000000, 20341923.552624755]"
70,safemoon,"[1622678400000, 4.184643579686266e-06]","[1622678400000, 2438421580.2076516]","[1622678400000, 35769745.22773029]"
71,safemoon,"[1622764800000, 3.958052239439363e-06]","[1622764800000, 2324077285.7833443]","[1622764800000, 31220669.78424794]"
72,safemoon,"[1622851200000, 3.942216190663029e-06]","[1622851200000, 2224170610.5471225]","[1622851200000, 28372763.33252215]"
73,safemoon,"[1622937600000, 3.852562833468812e-06]","[1622937600000, 2241817759.7937374]","[1622937600000, 32972990.96018776]"
74,safemoon,"[1623024000000, 4.045158993660093e-06]","[1623024000000, 2354623726.088782]","[1623024000000, 22458705.58835648]"
75,safemoon,"[1623110400000, 3.6689800683926684e-06]","[1623110400000, 2141763358.368214]","[1623110400000, 20597413.86409863]"
76,safemoon,"[1623196800000, 3.7353887862405595e-06]","[1623196800000, 2179608488.612817]","[1623196800000, 31200871.00069107]"
77,safemoon,"[1623283200000, 4.051247937053814e-06]","[1623283200000, 2356427738.2453117]","[1623283200000, 20653595.02817323]"
78,safemoon,"[1623369600000, 3.718152839821047e-06]","[1623369600000, 2170594761.2064533]","[1623369600000, 19740789.23382402]"
79,safemoon,"[1623456000000, 3.7810291215000793e-06]","[1623456000000, 2224589984.03907]","[1623456000000, 19255870.8891399]"
80,safemoon,"[1623542400000, 3.854728318855687e-06]","[1623542400000, 2259143993.5068436]","[1623542400000, 18824478.70882887]"
81,safemoon,"[1623628800000, 4.0191148429622096e-06]","[1623628800000, 2330213432.84452]","[1623628800000, 20790366.346659992]"
82,safemoon,"[1623715200000, 4.379784257758771e-06]","[1623715200000, 2529230199.125849]","[1623715200000, 20480607.02812596]"
83,safemoon,"[1623801600000, 4.575670399716886e-06]","[1623801600000, 2598646448.337793]","[1623801600000, 22846183.037160262]"
84,safemoon,"[1623888000000, 4.220970955456482e-06]","[1623888000000, 2454965609.424049]","[1623888000000, 16224129.674710507]"
85,safemoon,"[1623974400000, 4.088543145343905e-06]","[1623974400000, 2373688383.121959]","[1623974400000, 17338498.766218767]"
86,safemoon,"[1624060800000, 3.95645606123831e-06]","[1624060800000, 2212068774.68737]","[1624060800000, 11460224.008324979]"
87,safemoon,"[1624147200000, 3.975945618102735e-06]","[1624147200000, 2309232850.643357]","[1624147200000, 9331341.795870157]"
88,safemoon,"[1624233600000, 3.895022993274708e-06]","[1624233600000, 2266245390.637247]","[1624233600000, 17079531.796197925]"
89,safemoon,"[1624320000000, 3.278707779609827e-06]","[1624320000000, 1917643786.4020486]","[1624320000000, 18193612.77519829]"
90,safemoon,"[1624406400000, 2.9056954298862487e-06]","[1624406400000, 1685806777.441585]","[1624406400000, 24526489.203149106]"
91,safemoon,"[1624492800000, 3.144427114964659e-06]","[1624492800000, 1827079552.589835]","[1624492800000, 12029205.079672566]"
92,safemoon,"[1624579200000, 3.1044457683688e-06]","[1624579200000, 1777741755.6264436]","[1624579200000, 17267324.43138918]"
0,staked-ether,"[1616630400000, 1493.2380916128059]","[1616630400000, 282328022.2358038]","[1616630400000, 32320.77161494161]"
1,staked-ether,"[1616716800000, 1498.3688063294996]","[1616716800000, 281726610.52717125]","[1616716800000, 82558.99465446372]"
2,staked-ether,"[1616803200000, 1593.868325515618]","[1616803200000, 300043292.80682737]","[1616803200000, 25988.47988827144]"
3,staked-ether,"[1616889600000, 1624.8156676224924]","[1616889600000, 307162321.8044741]","[1616889600000, 269826.01974496635]"
4,staked-ether,"[1616976000000, 1601.6103450163978]","[1616976000000, 301807932.7367469]","[1616976000000, 69644.63430374478]"
5,staked-ether,"[1617062400000, 1716.8936243277683]","[1617062400000, 324269510.52547604]","[1617062400000, 44640.76683654571]"
6,staked-ether,"[1617148800000, 1742.0162918602775]","[1617148800000, 329674949.0681081]","[1617148800000, 352467.559209336]"
7,staked-ether,"[1617235200000, 1957.0555448157377]","[1617235200000, 371312517.8656141]","[1617235200000, 367875.14611124253]"
8,staked-ether,"[1617321600000, 1996.1222639108437]","[1617321600000, 380181035.96008724]","[1617321600000, 60395.917375928206]"
9,staked-ether,"[1617408000000, 2091.7340491444193]","[1617408000000, 398684970.19520956]","[1617408000000, 201007.64336872924]"
10,staked-ether,"[1617494400000, 2054.6633919914807]","[1617494400000, 393148123.4491205]","[1617494400000, 651546.3198182095]"
11,staked-ether,"[1617580800000, 2098.6603309217385]","[1617580800000, 400546605.7059873]","[1617580800000, 171226.37460850415]"
12,staked-ether,"[1617667200000, 2125.725733360798]","[1617667200000, 410571877.74991435]","[1617667200000, 248203.0014737549]"
13,staked-ether,"[1617753600000, 2148.3371962559336]","[1617753600000, 415691225.734164]","[1617753600000, 301918.8418557247]"
14,staked-ether,"[1617840000000, 2026.0049847506043]","[1617840000000, 394280450.41624445]","[1617840000000, 262454.6119427469]"
15,staked-ether,"[1617926400000, 2078.7026010783047]","[1617926400000, 403455305.7118958]","[1617926400000, 160130.57671428417]"
16,staked-ether,"[1618012800000, 2046.5888023983837]","[1618012800000, 397249529.61335725]","[1618012800000, 70885.7124737608]"
17,staked-ether,"[1618099200000, 2106.347017713862]","[1618099200000, 432854220.93159914]","[1618099200000, 317570.1167197053]"
18,staked-ether,"[1618185600000, 2117.574499255428]","[1618185600000, 436029206.5328925]","[1618185600000, 264403.10071984876]"
19,staked-ether,"[1618272000000, 2120.9323363011213]","[1618272000000, 470602814.07585514]","[1618272000000, 197885.26945048114]"
20,staked-ether,"[1618358400000, 2255.326349601962]","[1618358400000, 511084059.1568367]","[1618358400000, 82216.1291651061]"
21,staked-ether,"[1618444800000, 2344.587388180975]","[1618444800000, 526918484.5554509]","[1618444800000, 242297.06928206378]"
22,staked-ether,"[1618531200000, 2444.6217986210054]","[1618531200000, 555852003.2217938]","[1618531200000, 319865.21565723047]"
23,staked-ether,"[1618617600000, 2347.06970462939]","[1618617600000, 534529234.7974068]","[1618617600000, 84021.72960861442]"
24,staked-ether,"[1618704000000, 2277.2557479864363]","[1618704000000, 518288626.1838617]","[1618704000000, 181998.37625341414]"
25,staked-ether,"[1618790400000, 2171.64698207999]","[1618790400000, 494299217.7966192]","[1618790400000, 103647.0689529886]"
26,staked-ether,"[1618876800000, 2158.4666145601723]","[1618876800000, 542126589.1605366]","[1618876800000, 431.69332291203443]"
27,staked-ether,"[1618963200000, 2215.3781008654228]","[1618963200000, 555497664.533885]","[1618963200000, 66428.27940613223]"
28,staked-ether,"[1619049600000, 2294.700719477077]","[1619049600000, 576639980.7681509]","[1619049600000, 97810.69269825707]"
29,staked-ether,"[1619136000000, 2335.2102233718106]","[1619136000000, 585848852.230604]","[1619136000000, 73407.63151920518]"
30,staked-ether,"[1619222400000, 2253.902603151857]","[1619222400000, 565826796.372817]","[1619222400000, 50726.51236015995]"
31,staked-ether,"[1619308800000, 2188.4086211927265]","[1619308800000, 553127173.3006326]","[1619308800000, 165463.20381246172]"
32,staked-ether,"[1619395200000, 2277.552315020002]","[1619395200000, 574408905.5561506]","[1619395200000, 136339.43991753826]"
33,staked-ether,"[1619481600000, 2436.778487944533]","[1619481600000, 614456049.6161923]","[1619481600000, 135254.78211782372]"
34,staked-ether,"[1619568000000, 2678.8735965312226]","[1619568000000, 676456203.2798262]","[1619568000000, 908389.4449659302]"
35,staked-ether,"[1619654400000, 2774.5813700245208]","[1619654400000, 709163451.5388601]","[1619654400000, 928159.2239889475]"
36,staked-ether,"[1619740800000, 2774.3526944676128]","[1619740800000, 710644702.0579995]","[1619740800000, 292122.8861156898]"
37,staked-ether,"[1619827200000, 2689.4091826183712]","[1619827200000, 690706798.2627119]","[1619827200000, 1176354.4861071405]"
38,staked-ether,"[1619913600000, 2867.0008200148714]","[1619913600000, 738880504.4333328]","[1619913600000, 604540.317427004]"
39,staked-ether,"[1620000000000, 2872.241274182734]","[1620000000000, 741949565.4860098]","[1620000000000, 436254.83984884917]"
40,staked-ether,"[1620086400000, 3322.161939619979]","[1620086400000, 857736338.5958]","[1620086400000, 928629.2302758599]"
41,staked-ether,"[1620172800000, 3253.483985554426]","[1620172800000, 850165593.9817842]","[1620172800000, 912158.51979771]"
42,staked-ether,"[1620259200000, 3507.5674842655912]","[1620259200000, 956207198.0695695]","[1620259200000, 732915.7070911678]"
43,staked-ether,"[1620345600000, 3481.538939627244]","[1620345600000, 958274123.4861953]","[1620345600000, 873699.0028453228]"
44,staked-ether,"[1620432000000, 3466.4510158776084]","[1620432000000, 1069920239.5706303]","[1620432000000, 1101383.0022863825]"
45,staked-ether,"[1620518400000, 3893.7036487122223]","[1620518400000, 1267235759.4814012]","[1620518400000, 11420710.999399489]"
46,staked-ether,"[1620604800000, 3908.0317598510605]","[1620604800000, 1303074816.9749866]","[1620604800000, 2130746.144799231]"
47,staked-ether,"[1620691200000, 3998.4359433464997]","[1620691200000, 1341238586.5148304]","[1620691200000, 3497120.5888799895]"
48,staked-ether,"[1620777600000, 4087.7556914839306]","[1620777600000, 1375087905.8983538]","[1620777600000, 1401292.370410504]"
49,staked-ether,"[1620864000000, 3936.137737674107]","[1620864000000, 1328837396.207625]","[1620864000000, 2741139.788079122]"
50,staked-ether,"[1620950400000, 3687.78168533037]","[1620950400000, 1253121744.9315715]","[1620950400000, 2313109.471281444]"
51,staked-ether,"[1621036800000, 4066.371413302283]","[1621036800000, 1377930608.5173578]","[1621036800000, 4768501.188345241]"
52,staked-ether,"[1621123200000, 3793.9328258871333]","[1621123200000, 1308400999.2253513]","[1621123200000, 2029142.1398311513]"
53,staked-ether,"[1621209600000, 3578.828534191375]","[1621209600000, 1230824404.55035]","[1621209600000, 1823519.79024783]"
54,staked-ether,"[1621296000000, 3280.4596998461175]","[1621296000000, 1130747577.4526253]","[1621296000000, 5074496.95753498]"
55,staked-ether,"[1621382400000, 3327.276910059446]","[1621382400000, 1170214897.8005838]","[1621382400000, 840972.2853189744]"
56,staked-ether,"[1621468800000, 2469.5820319152413]","[1621468800000, 904861058.5097243]","[1621468800000, 9807968.590125304]"
57,staked-ether,"[1621555200000, 2738.7558636932326]","[1621555200000, 962371941.7649771]","[1621555200000, 3771081.677446625]"
58,staked-ether,"[1621641600000, 2393.131601681522]","[1621641600000, 844568022.8309705]","[1621641600000, 2148359.395694689]"
59,staked-ether,"[1621728000000, 2291.951272383459]","[1621728000000, 962431004.9661512]","[1621728000000, 2037601.211628654]"
60,staked-ether,"[1621814400000, 2107.1096801280564]","[1621814400000, 867119265.0082828]","[1621814400000, 1929898.2021083643]"
61,staked-ether,"[1621900800000, 2605.9755304831187]","[1621900800000, 1078149785.2522917]","[1621900800000, 2889370.452775026]"
62,staked-ether,"[1621987200000, 2692.770315645141]","[1621987200000, 1134615330.4645839]","[1621987200000, 2470541.009721001]"
63,staked-ether,"[1622073600000, 2864.9359668592583]","[1622073600000, 1204718909.0301158]","[1622073600000, 4084409.23666278]"
64,staked-ether,"[1622160000000, 2737.561140172022]","[1622160000000, 1214557376.2937343]","[1622160000000, 8227280.43943255]"
65,staked-ether,"[1622246400000, 2416.3744337252556]","[1622246400000, 1062509186.3598927]","[1622246400000, 1864800.1677993648]"
66,staked-ether,"[1622332800000, 2284.5217123444268]","[1622332800000, 997552834.2905425]","[1622332800000, 14744905.265661975]"
67,staked-ether,"[1622419200000, 2380.7152618390073]","[1622419200000, 1056973450.8858551]","[1622419200000, 2196306.4940612563]"
68,staked-ether,"[1622505600000, 2686.587504263337]","[1622505600000, 1213071707.9638631]","[1622505600000, 20585531.326668836]"
69,staked-ether,"[1622592000000, 2629.82439468256]","[1622592000000, 1183426039.323147]","[1622592000000, 47492268.829229526]"
70,staked-ether,"[1622678400000, 2709.8252454444087]","[1622678400000, 1233045994.7736]","[1622678400000, 6757403.2216157215]"
71,staked-ether,"[1622764800000, 2871.0438122979585]","[1622764800000, 1311122176.8709826]","[1622764800000, 1387056.3272320854]"
72,staked-ether,"[1622851200000, 2686.4342464554893]","[1622851200000, 1232282614.7543592]","[1622851200000, 1795494.9886855476]"
73,staked-ether,"[1622937600000, 2589.516060618161]","[1622937600000, 1188509689.7182548]","[1622937600000, 863759.9980169901]"
74,staked-ether,"[1623024000000, 2703.3800747943146]","[1623024000000, 1240978738.45256]","[1623024000000, 2352496.2028536433]"
75,staked-ether,"[1623110400000, 2589.644352154117]","[1623110400000, 1204690845.99007]","[1623110400000, 2906039.0308958325]"
76,staked-ether,"[1623196800000, 2525.3271219928274]","[1623196800000, 1176110910.7923038]","[1623196800000, 2212508.729091388]"
77,staked-ether,"[1623283200000, 2619.8681110558573]","[1623283200000, 1229435515.2744942]","[1623283200000, 7499492.335316165]"
78,staked-ether,"[1623369600000, 2487.4110950786517]","[1623369600000, 1177678060.441553]","[1623369600000, 1186083.5464135646]"
79,staked-ether,"[1623456000000, 2350.349074624293]","[1623456000000, 1133657361.145431]","[1623456000000, 1579570.500958218]"
80,staked-ether,"[1623542400000, 2381.8254607909585]","[1623542400000, 1186386362.0820541]","[1623542400000, 7520951.110591628]"
81,staked-ether,"[1623628800000, 2501.981172760692]","[1623628800000, 1245029336.9615324]","[1623628800000, 151823.55941165122]"
82,staked-ether,"[1623715200000, 2586.2766548728714]","[1623715200000, 1286581010.9708745]","[1623715200000, 4796620.855913538]"
83,staked-ether,"[1623801600000, 2555.228993516616]","[1623801600000, 1281508725.5186393]","[1623801600000, 2352052.6060850327]"
84,staked-ether,"[1623888000000, 2356.4772009719914]","[1623888000000, 1225158886.706917]","[1623888000000, 18449728.165168244]"
85,staked-ether,"[1623974400000, 2377.527064653595]","[1623974400000, 1236034424.1817787]","[1623974400000, 23461987.96277991]"
86,staked-ether,"[1624060800000, 2225.1205039866163]","[1624060800000, 1165932426.9861948]","[1624060800000, 2535000.0532352645]"
87,staked-ether,"[1624147200000, 2182.432492061676]","[1624147200000, 1157267332.375596]","[1624147200000, 1773255.8642169682]"
88,staked-ether,"[1624233600000, 2256.927452771751]","[1624233600000, 1201432084.7911108]","[1624233600000, 6689547.717737316]"
89,staked-ether,"[1624320000000, 1892.3607594230407]","[1624320000000, 1015954766.2943395]","[1624320000000, 3188546.740436682]"
